publication_view.idpublication;publication_view.publication_year;publication_view.source_title;
3143;2018;Journal of Lithic Studies;
3144;2016;Journal of Lithic Studies;
3145;2019;Quaternary Science Reviews;
3146;2015;Eiszeitarchäologie auf der Schwäbischen Alb: Die Fundstellen im Ach- und Lonetal und in ihrer Umgebung;
3147;2005;Paglicci: L'Aurignaziano e il Gravettiano antico;
3148;2006;L'Anthropologie;
3149;2019;Archaeological and Anthropological Sciences;
3150;2010;Proceedings of the National Academy of Sciences of the United States of America;
3151;2015;Quaternary International;
3152;2019;Bulletin de la Société Préhistorique Française;
3153;1912;Die diluviale Vorzeit Deutschlands;
3154;1959;Rivista di Scienze Preistoriche;
3155;2016;Quaternary International;
3156;2019;Quaternary Science Reviews;
3157;2015;Journal of Archaeological Science;
3158;2018;PLOS ONE;
3159;2020;PLOS ONE;
3160;2013;Quaternary International;
3161;2012;Quaternary Geochronology;
3162;1963;Rivista di Scienze Preistoriche;
3163;2002;Russian Journal of Theriology;
3164;2009;Russian Journal of Theriology;
3165;2012;Russian Journal of Theriology;
3166;1984;Anthropologie;
3167;2010;L'Anthropologie;
3168;2004;Revue de Paléobiologie;
3169;2014;Quaternary International;
3170;2009;Bulletin du Musée d'Anthropologie Préhistorique de Monaco;
3171;2014;Journal of Field Archaeology;
3172;2004;International Journal of Osteoarchaeology;
3173;1984;Das Mittelpaläolithikum der Großen Grotte bei Blaubeuren (Alb-Donau-Kreis);
3175;1999;HOMO - Journal of Comparative Human Biology;
3176;1980;Memorie del Museo Civico di Storia Naturale di Verona;
3177;1920;Archivio per l’Antropologia e la Etnologia;
3178;1965;Rivista di Scienze Preistoriche;
3179;2010;L'Anthropologie;
3180;2008;Bollettino del Museo Civico di Verona;
3181;2001;Atti delle Riunione Scientifica Istituto Italiano di Preistoria e Protostoria;
3182;2008;Eurasian Prehistory;
3183;2018;Quaternary Research;
3184;2014;PLOS ONE;
3185;2018;Journal of Archaeological Science;
3186;2018;Rivista Italiana di Paleontologia e Stratigrafia;
3187;2012;Journal of Archaeological Science;
3188;2018;Les Néandertaliens du talon: Technologie lithique et mobilité au Paléolithique moyen dans le Salento (Pouilles, Italie méridionale);
3189;2018;Palaeolithic Italy: Advanced Studies on Early Human Adaptations in the Apennine Peninsula;
3190;2016;Scientific Reports;
3191;2014;PLOS ONE;
3192;1992;Rivista di Antropologia;
3193;1986;L'Anthropologie;
3194;2012;Quaternary International;
3195;1973;Die jungpleistozänen Tierknochenfunde aus der Brillenhöhle;
3196;2010;Tote im Bauch der Erde - Steinzeitliche Menschenreste aus Höhlen und Abris Südwestdeutschlands und angrenzenden Gebieten;
3197;2004;International Journal of Osteoarchaeology;
3198;1912;Die diluviale Vorzeit Deutschlands;
3199;1991;Urgeschichte in Oberschwaben und der mittleren Schwäbischen Alb. Zum Stand neuerer Untersuchungen der Steinzeit-Archäologie;
3200;1990;Archäologische Ausgrabungen in Baden-Württemberg;
3201;2018;Quaternary Science Reviews;
3202;2016;Quaternary International;
3203;2010;Annali dell'Università degli Studi di Ferrara, Museologia Scientifica e Naturalistica;
3204;2006;Archaeozoological studies in honour of Alfredo Riedel;
3205;2016;Comptes Rendus Palevol;
3206;2018;Quaternaire;
3207;2016;Rivista Italiana di Paleontologia e Stratigrafia;
3208;1996;Anthropologie;
3209;2020;Quaternary International;
3211;1997;Rivista di Scienze Preistoriche;
3212;1966;Rivista di Scienze Preistoriche;
3214;1997;Rivista di Scienze Preistoriche;
3215;2017;Journal of Lithic Studies;
3216;2013;Bulletins et Mémoires de la Société d'Anthropologie de Paris;
3217;1969;Rivista di Scienze Preistoriche;
3218;1969;Archivio per l’Antropologia e la Etnologia;
3219;1979;Geologica Bavarica;
3220;2006;Journal of Human Evolution;
3221;1996;Nature;
3222;1938;Germania;
3223;1991;Natur und Landschaft in der Niederlausitz. Sonderheft: Eem von Schönfeld I;
3224;1991;Stuttgarter Beiträge zur Naturkunde Serie B (Geologie und Paläontologie) Nr. 168-190;
3225;1970;Rivista di Scienze Preistoriche;
3226;1971;Rivista di Scienze Preistoriche;
3227;2016;Scientific Reports;
3228;2015;Proceedings of the National Academy of Sciences of the United States of America;
3229;2018;Nature;
3230;2017;Science Advances;
3231;2017;Archaeology, Ethnology and Anthropology of Eurasia;
3232;2010;Neumark-Nord - ein interglaziales Ökosystem des mittelpaläolithischen Menschen;
3233;2014;Multidisciplinary Studies of the Middle Paleolithic Record from Neumark-Nord (Germany), Volume I;
3234;1991;Natur und Landschaft in der Niederlausitz. Sonderheft: Eem von Schönfeld I;
3235;2018;Science;
3236;1992;Quaternary International;
3237;2018;Science;
3238;2017;PLOS ONE;
3239;2018;Quaternary International;
3240;2008;South African Journal of Science;
3241;2018;Science;
3242;2017;Nature;
3243;1992;Earth and Planetary Science Letters;
3244;1989;The South African Archaeological Bulletin;
3245;1991;Natur und Landschaft in der Niederlausitz. Sonderheft: Eem von Schönfeld I;
3246;1991;Natur und Landschaft in der Niederlausitz. Sonderheft: Eem von Schönfeld I;
3247;1979;Geologica Bavarica;
3248;1979;Geologica Bavarica;
3249;1994;Geologisches Jahrbuch (Reihe A);
3250;1994;Geologisches Jahrbuch (Reihe A);
3251;1999;Préhistoire Européenne;
3252;2018;Palaeolithic Italy: Advanced Studies on Early Human Adaptations in the Apennine Peninsula;
3253;2012;Die pleistozäne Makrofauna des Bocksteins (Lonetal-Schwäbische Alb). Ein neuer Ansatz zur Rekonstruktion der Paläoumwelt;
3254;1954;E&G Quaternary Science Journal;
3255;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3256;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3257;2014;Material - Werkzeug: Werkzeug - Material and Klinge, Messer, Schwert & Co - Neues aus der Schneidenwelt. Aktuelles aus der Neolithforschung;
3258;2011;Mitteilungen der Gesellschaft für Urgeschichte;
3259;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3260;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3261;1985;Eiszeithöhlen im Lonetal. Archäologie einer Landschaft auf der Schwäbischen Alb;
3262;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3263;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3264;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3265;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3266;2011;Journal of Human Evolution;
3267;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3268;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3269;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3270;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3271;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3273;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3274;1991;Cambridge Archaeological Journal;
3275;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3276;1930;Revue Anthropologique;
3277;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3278;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3279;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3280;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3281;2016;PaleoAnthropology;
3282;1981;Bulletin de la Société Préhistorique Française;
3283;2018;PLOS ONE;
3284;1986;Nature;
3287;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3288;1993;Egypt During the Last Interglacial: The Middle Paleolithic of Bir Tarfawi and Bir Sahara East;
3289;1935;Fundberichte aus Schwaben;
3290;1954;Mitteilungen des Vereins für Naturwissenschaft und Mathematik in Ulm;
3292;1958;Die Bocksteinschmiede mit dem Bocksteinloch, der Brandplatte und dem Abhang sowie der Bocksteingrotte: ein Beitrag zur europäischen Urgeschichte des Lonetals und zur geschichtlichen Morphologie des Menschen;
3293;1969;Die Bocksteinschmiede im Lonetal (Markung Rammingen, Kreis Ulm);
3294;2018;Quaternary International;
3295;2018;Palaeolithic Italy: Advanced Studies on Early Human Adaptations in the Apennine Peninsula;
3296;1994;Quaternaria Nova;
3297;1958;Quaternaria;
3298;1961;Rivista di Scienze Preistoriche;
3299;2004;Actes du XIVème Congrès UISPP: Université de Liège, Belgique, 2-8 septembre 2001, Section 5 - Le Paléolithiqie Moyen;
3300;1986;Studi per l'Ecologia del Quaternario;
3301;1942;Razza e Civiltà;
3302;2008;Il Tardiglaciale in Italia: Lavori in Corso;
3303;2020;Quaternary International;
3304;2018;Patrimonio di conoscenza: Le terre del Massico;
3305;1980;Studi per l'Ecologia del Quaternario;
3306;1980;Studi per l'Ecologia del Quaternario;
3307;2004;Il Quaternario: Italian Journal of Quaternary Sciences;
3308;1980;Studi per l'Ecologia del Quaternario;
3309;1994;Quaternaria Nova;
3310;1974;Atti delle Riunione Scientifica Istituto Italiano di Preistoria e Protostoria;
3311;1998;Science and Technology for the Safeguard of Cultural Heritage in the Mediterranean Basin;
3313;2004;Settlement Dynamics of the Middle Palaeolithic and Middle Stone Age, Vol. II;
3314;2005;Atti delle Riunione Scientifica Istituto Italiano di Preistoria e Protostoria;
3315;2020;Archaeological and Anthropological Sciences;
3316;2020;Journal of Archaeological Science: Reports;
3317;1972;Rassegna di Preistoria, Archeologia e Storia dell'arte;
3318;1953;Bulletin de la Société Préhistorique Française;
3319;1997;Le Paléolithique supérieur de l'est de la france: De l'Aurignacien à l'Ahrensbourgien. Actes du Colloque de Chaumont, 17-18 Octobre 1994;
3320;2009;Le Trou de la Mère Clochette à Rochefort-sur-Nenon;
3321;2011;PLOS ONE;
3322;2018;L'Anthropologie;
3323;2000;Le Paléolithique supérieur récent: nouvelles données sur le peuplement et l'environnement. Actes de la Table Ronde de Chambéry, 12-13 Mars 1999;
3324;1998;La Faune moustérienne de Vergisson II (Saône-et-Loire);
3326;1865;Bulletin de la Société des Sciences Historiques et Naturelles de Semur (Côte-d'Or);
3327;1957;Compte-Rendu des Fouilles 1956-1957. Résultats généraux. (Grotte de la Mère Grand à Rully);
3328;1959;Gallia Préhistoire;
3329;1976;Livret-Guide de l'Excursion A8, Bassin du Rhone, Paléolithique et Néolithique. IXe Congrès d'UISPP, Nice;
3330;1996;30 ans d'Archéologie en Saône-et-Loire. Catalogue de l'exposition du Comité départemental de la recherche archéologique de Saône-et-Loire;
3331;2001;Archeo-Inter-Publica;
3332;2002;Le Châtelperronien: Réflexions sur l'unité et l'identité techno-économique de l'industrie lithique. L'apport de l'analyse diachronique des industries lithiques des couches Châtelperroniennes de la grotte du Renne à Arcy-sur-Cure (Yonne);
3333;2015;Bulletin de la Société Préhistorique Française;
3334;2008;Sauvigny-les-Bois (58), Marigny: Un site aurignacien de la vallée de la Loire. Rapport final d'opération de fouille d'archéologie préventive;
3335;1991;Gallia Préhistoire;
3336;1970;La Physiophile;
3337;2001;Bulletin de la Société Préhistorique Française;
3338;2003;The Chronology of the Aurignacian and of the Transitional Technocomplexes: Dating, Stratigraphies, Cultural Implications;
3339;1984;Eléments de Pré et Protohistoire européenne. Hommage à Jacques-Pierre Millotte;
3340;1973;La Physiophile;
3341;2005;Préhistoire du Nord-Est Bourguignon. 50ème anniversaire e la découverte de l'homme de Genay;
3342;2009;Projet collectif de recherche interrégional "Diversité biologique, diversité culturelle entre le 45e et le 35e millénaire BP: problématique, contexte";
3343;1995;Bissy-sur-Fley (Saône-et-Loire): site paléolithique moyen de La Clôsure, Sondages d'évaluation, campagne de 1994, Rapport de prospection thématique;
3344;1870;Le Mâconnais Préhistorique. Mémoire sur les âges primitifs de la pierre, du bronze et du fer en Mâconnais et dans quelques contrées limitrophes;
3345;1907;Congrès Préhistorique de France. Compte Rendu de la Deuxième Session - Vannes 1906;
3346;1914;Congrès Préhistorique de France. Compte Rendu de la Neuvième Session - Lons-le-Saunier 1913;
3347;2016;Journal of Lithic Studies;
3348;2016;On technological and spatial patterns of lithic objects. Evidence from the Middle Paleolithic at Grotte de la Verpillière II, Germolles, France;
3349;2016;Proceedings of the 43rd CAA Conference;
3350;2015;Forgotten Times, Spaces and Livestyles;
3351;2017;Quaternary International;
3352;2008;Paleo;
3353;1955;Gallia;
3354;1978;Gallia Préhistoire;
3355;1980;Gallia Préhistoire;
3356;2013;Das Jungpaläolithikum der Grotte de la Verpillière II (Burgund, Frankreich);
3357;2013;Le Paléolithique supérieur ancien de l'Europe de Nord-Ouest. Réflexions et synthèses à partir d'un projet collectif de recherche sur le centre et le sud du Bassin parisien. Actes du colloque de Sens (15-18 avril 2009);
3358;2016;Projet Collectif de Recherche - Le Paléolithique supérieur ancien en Bourgogne méridionale. Genèse, chronologie et structuration interne, évolution culturelle et technologique. Rapport annuel 2015;
3359;2010;Proceedings of the National Academy of Sciences of the United States of America;
3360;2012;Proceedings of the National Academy of Sciences of the United States of America;
3361;1970;Revue Archéologique de l'Est et du Centre-Est;
3362;2009;Revue Archéologique de l'Est;
3363;2018;Quaternaire;
3364;1955;Comptes Rendus Hebdomadaires des Séances de l'Académie des Sciences;
3365;1959;Gallia Préhistoire;
3366;1970;Gallia Préhistoire;
3367;1968;Comptes Rendus Hebdomadaires des Séances de l'Académie des Sciences, Série D: Sciences Naturelles;
3368;1987;L'Anthropologie;
3369;2003;L'unité technique des industries à burins du Raysse dans leur contexte diachronique. Réflexions sur la diversité culturelle au Gravettien à partir des données de la Picardie, d'Arcy-sur-Cure, de Brassempouy et du Cirque de la Patrie;
3370;2009;La série moustérienne du Trou de le Mère Clochette;
3371;1948;Gallia;
3372;1987;L'Anthropologie;
3373;2014;Projet Collectif de Recherche - Le Paléolithique supérieur ancien en Bourgogne méridionale. Genèse, chronologie et structuration interne, évolution culturelle et technologique. Rapport annuel 2014;
3374;1987;L'Anthropologie;
3375;1987;L'Anthropologie;
3376;1987;L'Anthropologie;
3377;1985;Bulletin de la Société Préhistorique Française;
3378;2016;Projet Collectif de Recherche - Le Paléolithique supérieur ancien en Bourgogne méridionale. Genèse, chronologie et structuration interne, évolution culturelle et technologique. Rapport annuel 2015;
3379;2017;Comptes Rendus Palevol;
3380;2018;Die paläolithische Freilandfundstelle Bissy-sur-Fley, La Clauzure. Ausgewählte Funde aus der Sammlung Jacques Daudey;
3381;2002;Revue de Paléobiologie;
3382;2014;Paläolithische Menschenreste im Burgund;
3383;2010;Journal of Archaeological Science;
3384;1954;Gallia;
