assemblage.name;assemblage.category;country_continent.continent;locality.idlocality;locality.x;locality.y
LakeMalawi_Neotoma_109.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_110.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_110.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_110.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_111;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_111.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_112.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_112.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_112.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_113.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_113.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_113.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_114.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_114.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_115;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_115.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_116;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_116.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_116.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_116.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_117.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_117.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_118.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_118.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_118.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_118.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_119.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_120;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_120.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_120.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_120.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_121;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_121.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_121.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_121.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_122.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_122.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_122.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_123.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_123.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_123.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_124;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_124.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_124.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_125.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_125.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_125.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_125.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_126.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_126.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_126.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_127.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_127.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_127.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_128.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_128.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_128.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_129.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_129.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_129.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_129.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_130.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_130.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_130.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_131;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_131.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_131.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_132;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_132.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_132.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_132.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_133.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_133.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_133.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_134.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_134.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_134.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_134.48;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_134.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_135;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_135.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_135.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_135.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_136.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_136.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_136.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_137.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_137.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_137.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_138.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_138.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_138.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_139;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_139.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_139.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_14.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_14.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_140;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_140.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_140.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_141;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_141.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_141.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_142.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_142.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_142.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_142.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_143.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_143.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_143.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_144.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_144.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_144.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_144.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_145.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_145.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_145.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_145.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_146.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_146.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_146.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_147.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_147.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_147.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_148;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_148.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_148.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_148.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_149.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_149.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_15.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_15.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_15.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_150.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_150.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_150.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_150.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_151;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_151.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_152;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_152.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_152.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_152.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_153;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_153.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_153.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_153.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_154.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_154.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_154.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_155;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_155.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_155.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_155.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_155.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_156.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_156.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_156.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_157.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_157.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_157.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_157.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_158;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_158.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_158.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_158.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_159.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_159.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_16.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_16.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_160;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_160.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_160.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_161;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_161.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_161.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_162;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_162.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_162.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_162.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_163;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_163.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_163.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_163.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_164.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_164.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_164.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_165.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_165.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_165.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_165.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_166.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_166.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_166.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_166.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_167.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_167.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_167.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_168;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_168.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_168.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_169.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_169.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_169.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_17.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_170;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_170.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_170.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_171;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_171.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_171.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_171.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_173.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_175.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_177.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_179.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_18.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_19.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_19.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_20.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_21.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_24.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_28.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_31.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_32.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_33.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_34.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_35.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_37.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_38.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_40.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_43.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_45.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_46.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_47.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_49;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_49.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_50.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_51.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_52.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_53.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_54.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_55.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_56.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_59.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_60.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_61.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_61.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_62.1;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_62.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_62.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_63.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_63.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_63.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_63.7;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_64.3;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_64.6;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_64.9;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_65.2;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_65.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_65.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_65.8;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_66;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_66.4;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_66.5;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
LakeMalawi_Neotoma_67;plant remains;Africa;Lake Malawi;34.435833;-11.294333;
